date,open,high,low,close,volume,quote_volume
2022-05-24,0.5133,0.5255,0.4927,0.5219,170905795.6,87550942.7627
2022-05-25,0.5218,0.5328,0.5071,0.5146,133554250.3,69046651.59821
2022-05-26,0.5145,0.521,0.4614,0.4789,243664954.1,119303698.33202
2022-05-27,0.4788,0.4839,0.4454,0.4566,268406015.6,123982040.01051
2022-05-28,0.4566,0.4693,0.4481,0.4646,105935970.4,48699017.69142
2022-05-29,0.4646,0.4827,0.4559,0.482,88626528.9,41608754.06332
2022-05-30,0.4819,0.5777,0.4772,0.5698,259278313.4,137534136.01408
2022-05-31,0.5698,0.6893,0.5678,0.6268,663619489.7,419357527.62486
2022-06-01,0.6266,0.6314,0.5359,0.5516,355477399.6,207077770.67488
2022-06-02,0.5517,0.5981,0.5487,0.5871,306125734.2,175597999.00685
2022-06-03,0.5872,0.6055,0.539,0.56,206257910.9,116992848.81495
2022-06-04,0.56,0.5718,0.5449,0.5665,108779268.9,60846034.84104
2022-06-05,0.5666,0.5808,0.5538,0.5674,95277593.6,54027559.10099
2022-06-06,0.5675,0.6472,0.5651,0.6091,341502376.8,210111671.92015
2022-06-07,0.6091,0.645,0.5715,0.6141,338812294.7,205352604.40458
2022-06-08,0.614,0.6696,0.6087,0.6408,394267374.7,253883949.48087
2022-06-09,0.6407,0.6579,0.6258,0.6323,192310885.5,123401495.81414
2022-06-10,0.6323,0.6361,0.57,0.5744,272263844.1,162542356.57568
2022-06-11,0.5744,0.6175,0.543,0.554,300758115.7,172700700.1128
2022-06-12,0.5541,0.561,0.4893,0.4904,397530507.9,206803633.39901
2022-06-13,0.4904,0.4985,0.4366,0.4644,761583537.4,352962846.74877
2022-06-14,0.4642,0.52,0.4369,0.4831,609069303.4,294811430.56791
2022-06-15,0.4831,0.5393,0.4483,0.5348,628287744.0,303575079.58861
2022-06-16,0.5347,0.5472,0.4673,0.4762,360176076.1,180247004.87872
2022-06-17,0.4762,0.504,0.4717,0.4872,221261441.4,108323356.32765
2022-06-18,0.4871,0.4953,0.4206,0.4549,383466178.7,174806284.46655
2022-06-19,0.4548,0.49,0.4359,0.4848,304390171.7,140851798.29959
2022-06-20,0.4849,0.5088,0.4613,0.4915,309797825.1,150592838.51178
2022-06-21,0.4915,0.5114,0.4751,0.4813,269304587.0,133582879.8169
