date,open,high,low,close,volume,quote_volume,type,candle_body,high_low_range,MA_7,MA_30,moving_1d,volatility_7,volumelast7,z_score,tomorrow_close,tomorrow_return
2020-04-20,7121.4,7220.0,6751.0,6826.83,90149.49137,629612368.7476892,BTC,-294.5699999999997,469.0,6973.657142857142,6766.366,-4.1275204543348005,4.021079248002557,1.2746371603760394,0.15766470210916006,6841.37,0.21298318546089423
2020-04-21,6828.98,6940.0,6762.0,6841.37,60109.710808,411800606.0815972,BTC,12.390000000000327,178.0,6969.752857142857,6800.538666666666,0.21298318546089423,4.018090923646305,0.8655633650016552,0.12044485729761718,7125.14,4.147853427018279
2020-04-22,6841.36,7156.38,6818.0,7125.14,61486.377334,431271646.17559904,BTC,283.78000000000065,338.3800000000001,7041.738571428571,6822.466333333333,4.147853427018279,3.9230881860721123,0.8855418400797687,0.8955357168759843,7482.39,5.013936568263921
2020-04-23,7125.12,7738.0,7020.0,7482.39,102773.569561,756320213.5858521,BTC,357.27000000000044,718.0,7096.088571428571,6847.055333333334,5.013936568263921,3.3930928731583765,1.5511350503037045,1.7729482703109174,7505.0,0.30217617632868204
2020-04-24,7483.96,7615.96,7388.0,7505.0,60182.119939,452118137.7940016,BTC,21.039999999999964,227.96000000000004,7164.295714285714,6874.6410000000005,0.30217617632868204,3.308075270007996,0.8966066771405058,1.6753844451360396,7538.67,0.4486342438374427
2020-04-25,7505.0,7705.0,7431.07,7538.67,43874.427726,331292050.77197313,BTC,33.67000000000007,273.9300000000003,7205.734285714286,6901.351333333333,0.4486342438374427,3.169356554730268,0.6615557107721927,1.6168164994709118,7693.1,2.0485045770673116
2020-04-26,7539.03,7700.0,7480.0,7693.1,50522.616209,384202783.2747096,BTC,154.07000000000062,220.0,7287.5,6945.817666666667,2.0485045770673116,3.0184262340410943,0.7539108619709686,1.8407385227688822,7774.62,1.0596508559618296
2020-04-27,7693.1,7792.02,7606.0,7774.62,65441.339576,504025811.6512535,BTC,81.51999999999953,186.02000000000044,7422.898571428572,6997.083333333333,1.0596508559618296,1.957148790098224,1.0308270008576617,1.8945357458842211,7738.98,-0.4584146877918191
2020-04-28,7773.51,7780.0,7659.12,7738.98,46302.752638,357391780.93076265,BTC,-34.530000000000655,120.88000000000011,7551.128571428571,7059.0019999999995,-0.4584146877918191,2.066461358494101,0.7527448033749627,1.8138927613137914,8778.57,13.433165610971992
2020-04-29,7738.58,8952.89,7710.05,8778.57,183546.887514,1536390177.044949,BTC,1039.9899999999998,1242.8399999999992,7787.332857142857,7138.475,13.433165610971992,4.885742712137526,2.3248761941838016,3.490937578075539,8620.0,-1.806330643829231
2020-04-30,8778.58,9460.0,8401.0,8620.0,206277.214124,1839283907.4625196,BTC,-158.57999999999993,1059.0,7949.848571428572,7212.1269999999995,-1.806330643829231,5.119804576226132,2.2006344792307675,2.696875747562425,8826.96,2.40092807424593
2020-05-01,8620.0,9059.18,8613.56,8826.96,91468.815059,805640126.6308705,BTC,206.95999999999913,445.6200000000008,8138.7,7284.928333333333,2.40092807424593,5.054819718227019,0.9314081878286541,2.6223310107280855,8972.05,1.643714257230124
2020-05-02,8825.67,9010.0,8753.0,8972.05,59002.08755,523838859.5442492,BTC,146.3799999999992,257.0,8343.468571428572,7357.527,1.643714257230124,4.99593105977572,0.5878695143810048,2.4616083149720387,8894.16,-0.8681405030065528
2020-05-03,8972.58,9200.0,8712.0,8894.16,90126.065643,808427095.9321591,BTC,-78.42000000000007,488.0,8515.048571428571,7429.5289999999995,-0.8681405030065528,5.169873769754521,0.8500566878031308,2.0862984836505825,8871.96,-0.24960198602229697
2020-05-04,8894.15,8950.0,8522.0,8871.96,84418.512331,738343818.6939254,BTC,-22.19000000000051,428.0,8671.81142857143,7496.694666666666,-0.24960198602229697,5.241223704720811,0.776371986228395,1.856751594582195,9021.83,1.6892546855486368
2020-05-05,8871.92,9118.58,8760.0,9021.83,76480.765342,683083018.8779808,BTC,149.90999999999985,358.5799999999999,8855.075714285715,7571.6630000000005,1.6892546855486368,5.134164957202983,0.6765469370814803,1.864504744960783,9142.92,1.3421888907239456
2020-05-06,9021.36,9395.0,8906.21,9142.92,105925.30242,972793508.4649074,BTC,121.55999999999949,488.7900000000009,8907.125714285714,7632.096999999999,1.3421888907239456,1.5672353455382944,1.0389216794700642,1.8264105924417395,9986.4,9.225499074693856
2020-05-07,9143.4,10067.0,9021.0,9986.4,147154.611378,1409783462.0063643,BTC,843.0,1046.0,9102.325714285715,7725.066333333334,9.225499074693856,3.3194257789536135,1.573662994512212,2.4385383718310645,9800.01,-1.8664383561643776
2020-05-08,9986.3,10035.96,9705.0,9800.01,100683.7964,997005843.7404792,BTC,-186.28999999999905,330.9599999999991,9241.332857142856,7806.357333333333,-1.8664383561643776,3.645591773607969,1.0617595373000728,1.9966438002064972,9539.4,-2.6592830007316377
